arc_length;U_1;U_1;U_1
0.1476;0.387907;0.965086;2.45999
0.1479;0.388942;0.967026;2.46423
0.1482;0.389955;0.968934;2.4684
0.1485;0.390959;0.970828;2.47254
0.1488;0.391962;0.972721;2.47668
0.1491;0.392956;0.9746;2.48078
0.1494;0.393929;0.97645;2.48481
0.1497;0.394902;0.9783;2.48885
0.15;0.395875;0.98015;2.49289
0.1503;0.396819;0.981959;2.49683
0.1506;0.397763;0.983769;2.50078
0.1509;0.398707;0.985578;2.50472
0.1512;0.399633;0.987363;2.50861
0.1515;0.400549;0.989135;2.51247
0.1518;0.401465;0.990907;2.51633
0.1521;0.402372;0.992667;2.52016
0.1524;0.403261;0.994404;2.52393
0.1527;0.404151;0.99614;2.52771
0.153;0.40504;0.997877;2.53148
0.1533;0.405903;0.999582;2.53518
0.1536;0.406767;1.00129;2.53888
0.1539;0.40763;1.00299;2.54257
0.1542;0.408476;1.00467;2.54622
0.1545;0.409314;1.00635;2.54985
0.1548;0.410152;1.00802;2.55347
0.1551;0.410982;1.00969;2.55707
0.1554;0.411795;1.01133;2.56063
0.1557;0.412609;1.01297;2.56418
0.156;0.413422;1.01462;2.56774
0.1563;0.414212;1.01624;2.57123
0.1566;0.415001;1.01785;2.57472
0.1569;0.41579;1.01947;2.5782
0.1572;0.416564;1.02107;2.58165
0.1575;0.41733;1.02267;2.58508
0.1578;0.418096;1.02426;2.5885
0.1581;0.418854;1.02585;2.59191
0.1584;0.419597;1.02741;2.59527
0.1587;0.42034;1.02898;2.59864
0.159;0.421083;1.03055;2.602
0.1593;0.421803;1.0321;2.60531
0.1596;0.422523;1.03365;2.60862
0.1599;0.423243;1.03519;2.61193
0.1602;0.423949;1.03672;2.6152
0.1605;0.424647;1.03825;2.61846
0.1608;0.425344;1.03977;2.62171
0.1611;0.426035;1.04129;2.62495
0.1614;0.426711;1.04279;2.62815
0.1617;0.427387;1.0443;2.63135
0.162;0.428063;1.0458;2.63456
0.1623;0.428717;1.04729;2.63771
0.1626;0.429371;1.04877;2.64086
0.1629;0.430025;1.05026;2.64401
0.1632;0.430665;1.05173;2.64713
0.1635;0.431298;1.0532;2.65023
0.1638;0.43193;1.05467;2.65334
0.1641;0.432556;1.05613;2.65643
0.1644;0.433167;1.05758;2.65948
0.1647;0.433778;1.05903;2.66254
0.165;0.434388;1.06048;2.6656
0.1653;0.434978;1.06191;2.66861
0.1656;0.435568;1.06334;2.67162
0.1659;0.436157;1.06478;2.67464
0.1662;0.436733;1.0662;2.67762
0.1665;0.437301;1.06762;2.68059
0.1668;0.43787;1.06903;2.68356
0.1671;0.438431;1.07045;2.68652
0.1674;0.438978;1.07185;2.68945
0.1677;0.439525;1.07325;2.69238
0.168;0.440072;1.07465;2.6953
0.1683;0.440597;1.07604;2.6982
0.1686;0.441123;1.07743;2.70109
0.1689;0.441648;1.07882;2.70398
0.1692;0.44216;1.0802;2.70684
0.1695;0.442664;1.08157;2.7097
0.1698;0.443168;1.08294;2.71255
0.1701;0.443665;1.08431;2.71539
0.1704;0.444148;1.08567;2.71821
0.1707;0.444631;1.08703;2.72103
0.171;0.445114;1.08839;2.72384
0.1713;0.445575;1.08974;2.72663
0.1716;0.446036;1.09108;2.72941
0.1719;0.446497;1.09243;2.73219
0.1722;0.446944;1.09376;2.73495
0.1725;0.447384;1.0951;2.73769
0.1728;0.447823;1.09643;2.74044
0.1731;0.448256;1.09776;2.74318
0.1734;0.448673;1.09908;2.74589
0.1737;0.449091;1.1004;2.74861
0.174;0.449509;1.10172;2.75132
0.1743;0.449905;1.10303;2.754
0.1746;0.4503;1.10433;2.75668
0.1749;0.450696;1.10564;2.75936
0.1752;0.451077;1.10694;2.76202
0.1755;0.451451;1.10824;2.76468
0.1758;0.451824;1.10953;2.76733
0.1761;0.452191;1.11082;2.76997
0.1764;0.452542;1.11211;2.77259
0.1767;0.452893;1.11339;2.77521
0.177;0.453244;1.11467;2.77783
0.1773;0.453573;1.11595;2.78041
0.1776;0.453901;1.11722;2.783
0.1779;0.45423;1.1185;2.78559
0.1782;0.454543;1.11976;2.78816
0.1785;0.454849;1.12102;2.79073
0.1788;0.455154;1.12228;2.79329
0.1791;0.455452;1.12354;2.79584
0.1794;0.455735;1.12479;2.79837
0.1797;0.456017;1.12604;2.8009
0.18;0.4563;1.12729;2.80344
0.1803;0.456559;1.12853;2.80594
0.1806;0.456818;1.12976;2.80844
0.1809;0.457077;1.131;2.81095
0.1812;0.457321;1.13223;2.81343
0.1815;0.457556;1.13346;2.81591
0.1818;0.457791;1.13469;2.81839
0.1821;0.458018;1.13591;2.82085
0.1824;0.458229;1.13713;2.82331
0.1827;0.458441;1.13834;2.82576
0.183;0.458652;1.13956;2.82821
0.1833;0.458839;1.14077;2.83063
0.1836;0.459025;1.14197;2.83306
0.1839;0.459212;1.14318;2.83548
0.1842;0.459383;1.14438;2.83789
0.1845;0.459545;1.14557;2.84028
0.1848;0.459707;1.14677;2.84268
0.1851;0.45986;1.14796;2.84507
0.1854;0.459997;1.14914;2.84744
0.1857;0.460134;1.15033;2.84981
0.186;0.460271;1.15151;2.85218
0.1863;0.460382;1.15268;2.85453
0.1866;0.460493;1.15386;2.85688
0.1869;0.460604;1.15503;2.85922
0.1872;0.460698;1.1562;2.86155
0.1875;0.460784;1.15736;2.86388
0.1878;0.460869;1.15852;2.8662
0.1881;0.460946;1.15968;2.86851
0.1884;0.461005;1.16083;2.87081
0.1887;0.461064;1.16198;2.87311
0.189;0.461123;1.16314;2.8754
0.1893;0.461155;1.16428;2.87768
0.1896;0.461188;1.16542;2.87995
0.1899;0.46122;1.16656;2.88222
0.1902;0.461234;1.16769;2.88448
0.1905;0.46124;1.16882;2.88673
0.1908;0.461245;1.16996;2.88897
0.1911;0.461241;1.17108;2.89121
0.1914;0.46122;1.1722;2.89344
0.1917;0.461198;1.17332;2.89566
0.192;0.461176;1.17444;2.89789
0.1923;0.461126;1.17555;2.90009
0.1926;0.461076;1.17666;2.90229
0.1929;0.461027;1.17777;2.90449
0.1932;0.460959;1.17887;2.90668
0.1935;0.460881;1.17997;2.90886
0.1938;0.460804;1.18107;2.91104
0.1941;0.460717;1.18217;2.91321
0.1944;0.460611;1.18325;2.91536
0.1947;0.460505;1.18434;2.91752
0.195;0.460399;1.18543;2.91968
0.1953;0.460265;1.18651;2.92181
0.1956;0.46013;1.18758;2.92394
0.1959;0.459996;1.18866;2.92607
0.1962;0.459842;1.18973;2.92819
0.1965;0.459678;1.1908;2.9303
0.1968;0.459514;1.19186;2.93241
0.1971;0.459341;1.19292;2.93451
0.1974;0.459147;1.19398;2.9366
0.1977;0.458954;1.19504;2.93868
0.198;0.458761;1.19609;2.94077
0.1983;0.458537;1.19714;2.94284
0.1986;0.458314;1.19818;2.9449
0.1989;0.458091;1.19923;2.94697
0.1992;0.457847;1.20027;2.94902
0.1995;0.457594;1.2013;2.95106
0.1998;0.457341;1.20234;2.9531
0.2001;0.457077;1.20337;2.95514
0.2004;0.456793;1.20439;2.95716
0.2007;0.456508;1.20542;2.95918
0.201;0.456224;1.20644;2.9612
0.2013;0.455909;1.20745;2.9632
0.2016;0.455594;1.20846;2.9652
0.2019;0.455279;1.20948;2.96719
0.2022;0.454942;1.21048;2.96918
0.2025;0.454596;1.21148;2.97116
0.2028;0.454249;1.21248;2.97313
0.2031;0.453892;1.21348;2.9751
0.2034;0.453514;1.21447;2.97706
0.2037;0.453135;1.21547;2.97901
0.204;0.452757;1.21646;2.98096
0.2043;0.452346;1.21744;2.9829
0.2046;0.451936;1.21842;2.98483
0.2049;0.451525;1.2194;2.98676
0.2052;0.451093;1.22037;2.98868
0.2055;0.45065;1.22134;2.9906
0.2058;0.450207;1.22231;2.99251
0.2061;0.449753;1.22328;2.99441
0.2064;0.449278;1.22424;2.9963
0.2067;0.448802;1.22519;2.99819
0.207;0.448327;1.22615;3.00008
0.2073;0.447818;1.2271;3.00195
0.2076;0.44731;1.22805;3.00382
0.2079;0.446801;1.22899;3.00569
0.2082;0.446271;1.22993;3.00754
0.2085;0.445729;1.23087;3.00939
0.2088;0.445188;1.2318;3.01124
0.2091;0.444635;1.23274;3.01308
0.2094;0.44406;1.23366;3.01491
0.2097;0.443485;1.23459;3.01673
0.21;0.442909;1.23551;3.01856
0.2103;0.442301;1.23642;3.02037
0.2106;0.441692;1.23734;3.02217
0.2109;0.441083;1.23825;3.02398
0.2112;0.440452;1.23915;3.02577
0.2115;0.439809;1.24006;3.02755
0.2118;0.439167;1.24096;3.02934
0.2121;0.438513;1.24185;3.03112
0.2124;0.437837;1.24274;3.03288
0.2127;0.43716;1.24363;3.03464
0.213;0.436484;1.24452;3.0364
0.2133;0.435774;1.2454;3.03815
0.2136;0.435063;1.24628;3.03989
0.2139;0.434353;1.24715;3.04163
0.2142;0.43362;1.24802;3.04336
0.2145;0.432875;1.24889;3.04508
0.2148;0.43213;1.24975;3.0468
0.2151;0.431374;1.25061;3.04852
0.2154;0.430596;1.25147;3.05022
0.2157;0.429817;1.25232;3.05192
0.216;0.429038;1.25317;3.05362
0.2163;0.428225;1.25402;3.0553
0.2166;0.427412;1.25485;3.05698
0.2169;0.426599;1.2557;3.05866
0.2172;0.425763;1.25653;3.06032
0.2175;0.424916;1.25735;3.06198
0.2178;0.424068;1.25818;3.06364
0.2181;0.42321;1.259;3.06529
0.2184;0.422328;1.25981;3.06692
0.2187;0.421447;1.26063;3.06856
0.219;0.420566;1.26144;3.0702
0.2193;0.41965;1.26224;3.07181
0.2196;0.418735;1.26304;3.07343
0.2199;0.417819;1.26384;3.07505
0.2202;0.416881;1.26463;3.07665
0.2205;0.415932;1.26541;3.07825
0.2208;0.414983;1.2662;3.07984
0.2211;0.414022;1.26698;3.08143
0.2214;0.413039;1.26775;3.08301
0.2217;0.412056;1.26852;3.08458
0.222;0.411073;1.26928;3.08616
0.2223;0.410056;1.27004;3.08771
0.2226;0.409039;1.27079;3.08927
0.2229;0.408023;1.27155;3.09082
0.2232;0.406984;1.27229;3.09236
0.2235;0.405934;1.27303;3.0939
0.2238;0.404884;1.27376;3.09543
0.2241;0.403823;1.2745;3.09696
0.2244;0.40274;1.27522;3.09847
0.2247;0.401657;1.27593;3.09998
0.225;0.400574;1.27666;3.1015
0.2253;0.399458;1.27736;3.10299
0.2256;0.398342;1.27806;3.10448
0.2259;0.397227;1.27876;3.10597
0.2262;0.396089;1.27945;3.10745
0.2265;0.394941;1.28013;3.10892
0.2268;0.393793;1.28082;3.1104
0.2271;0.392635;1.28149;3.11186
0.2274;0.391455;1.28216;3.11331
0.2277;0.390275;1.28282;3.11477
0.228;0.389096;1.28348;3.11622
0.2283;0.387884;1.28413;3.11765
0.2286;0.386673;1.28477;3.11908
0.2289;0.385462;1.28541;3.12051
0.2292;0.38423;1.28604;3.12193
0.2295;0.382988;1.28666;3.12334
0.2298;0.381746;1.28728;3.12475
0.2301;0.380494;1.28789;3.12615
0.2304;0.379221;1.28848;3.12754
0.2307;0.377949;1.28908;3.12893
0.231;0.376676;1.28968;3.13032
0.2313;0.375374;1.29024;3.13168
0.2316;0.374072;1.29082;3.13305
0.2319;0.37277;1.29139;3.13441
0.2322;0.371448;1.29194;3.13577
0.2325;0.370117;1.29248;3.13711
0.2328;0.368786;1.29302;3.13845
0.2331;0.367445;1.29356;3.13979
0.2334;0.366085;1.29407;3.14111
0.2337;0.364726;1.29458;3.14244
0.234;0.363366;1.29509;3.14376
0.2343;0.361979;1.29558;3.14506
0.2346;0.360591;1.29606;3.14636
0.2349;0.359204;1.29654;3.14766
0.2352;0.357799;1.297;3.14895
0.2355;0.356384;1.29745;3.15023
0.2358;0.35497;1.2979;3.15151
0.2361;0.353547;1.29833;3.15278
0.2364;0.352107;1.29875;3.15404
0.2367;0.350667;1.29916;3.1553
0.237;0.349226;1.29957;3.15656
0.2373;0.347761;1.29994;3.15779
0.2376;0.346295;1.30032;3.15903
0.2379;0.34483;1.30069;3.16026
0.2382;0.343348;1.30104;3.16148
0.2385;0.341858;1.30137;3.16269
0.2388;0.340368;1.30171;3.1639
0.2391;0.33887;1.30203;3.16511
0.2394;0.337356;1.30231;3.1663
0.2397;0.335843;1.3026;3.16748
0.24;0.334329;1.30289;3.16867
0.2403;0.332794;1.30313;3.16984
0.2406;0.331258;1.30337;3.171
0.2409;0.329722;1.30361;3.17217
0.2412;0.328172;1.30382;3.17331
0.2415;0.326614;1.30401;3.17445
0.2418;0.325057;1.3042;3.17559
0.2421;0.323492;1.30437;3.17672
0.2424;0.321915;1.3045;3.17783
0.2427;0.320337;1.30464;3.17895
0.243;0.318758;1.30477;3.18006
0.2433;0.317161;1.30485;3.18114
0.2436;0.315563;1.30492;3.18223
0.2439;0.313966;1.305;3.18331
0.2442;0.312356;1.30503;3.18438
0.2445;0.31074;1.30504;3.18544
0.2448;0.309124;1.30506;3.1865
0.2451;0.307502;1.30505;3.18754
0.2454;0.305868;1.30499;3.18857
0.2457;0.304235;1.30493;3.18959
0.246;0.302601;1.30488;3.19062
0.2463;0.300951;1.30474;3.19161
0.2466;0.299301;1.30461;3.1926
0.2469;0.297651;1.30448;3.19359
0.2472;0.295991;1.3043;3.19456
0.2475;0.294325;1.30409;3.19552
0.2478;0.29266;1.30388;3.19648
0.2481;0.290989;1.30364;3.19742
0.2484;0.289309;1.30335;3.19834
0.2487;0.287629;1.30306;3.19925
0.249;0.285949;1.30276;3.20017
0.2493;0.284256;1.30238;3.20104
0.2496;0.282563;1.30199;3.20191
0.2499;0.28087;1.30161;3.20279
0.2502;0.279168;1.30116;3.20363
0.2505;0.277463;1.30068;3.20445
0.2508;0.275757;1.30019;3.20528
0.2511;0.274048;1.29968;3.20608
0.2514;0.272331;1.29909;3.20685
0.2517;0.270615;1.2985;3.20762
0.252;0.268898;1.29792;3.20839
0.2523;0.267172;1.29722;3.20909
0.2526;0.265445;1.29652;3.2098
0.2529;0.263719;1.29582;3.21051
0.2532;0.261986;1.29504;3.21117
0.2535;0.260251;1.29422;3.21181
0.2538;0.258516;1.2934;3.21245
0.2541;0.256778;1.29254;3.21306
0.2544;0.255035;1.29159;3.21361
0.2547;0.253292;1.29064;3.21417
0.255;0.251549;1.28969;3.21473
0.2553;0.249799;1.2886;3.2152
0.2556;0.24805;1.28751;3.21566
0.2559;0.2463;1.28642;3.21613
0.2562;0.244547;1.28523;3.21653
0.2565;0.242792;1.28399;3.21689
0.2568;0.241037;1.28276;3.21725
0.2571;0.23928;1.28146;3.21757
0.2574;0.237521;1.28007;3.21781
0.2577;0.235761;1.27867;3.21806
0.258;0.234002;1.27727;3.2183
0.2583;0.232238;1.2757;3.2184
0.2586;0.230475;1.27413;3.21851
0.2589;0.228712;1.27256;3.21861
0.2592;0.226947;1.27087;3.21862
0.2595;0.225182;1.26912;3.21856
0.2598;0.223416;1.26736;3.21851
0.2601;0.22165;1.26554;3.2184
0.2604;0.219883;1.26359;3.21817
0.2607;0.218116;1.26165;3.21793
0.261;0.216349;1.2597;3.2177
0.2613;0.214581;1.25754;3.21725
0.2616;0.212812;1.25538;3.21681
0.2619;0.211045;1.25323;3.21637
0.2622;0.209277;1.25092;3.21577
0.2625;0.207509;1.24854;3.21509
0.2628;0.205742;1.24616;3.2144
0.2631;0.203974;1.24371;3.21363
0.2634;0.202208;1.24109;3.21268
0.2637;0.200442;1.23847;3.21172
0.264;0.198675;1.23586;3.21077
0.2643;0.19691;1.23299;3.2095
0.2646;0.195146;1.23012;3.20823
0.2649;0.193381;1.22725;3.20696
0.2652;0.191618;1.2242;3.20545
0.2655;0.189856;1.22107;3.20383
0.2658;0.188094;1.21793;3.2022
0.2661;0.186334;1.2147;3.20044
0.2664;0.184575;1.21128;3.19841
0.2667;0.182817;1.20786;3.19637
0.267;0.181059;1.20444;3.19434
0.2673;0.179304;1.20072;3.19185
0.2676;0.17755;1.197;3.18935
0.2679;0.175796;1.19327;3.18686
0.2682;0.174044;1.18934;3.18401
0.2685;0.172295;1.1853;3.18099
0.2688;0.170546;1.18126;3.17797
0.2691;0.168798;1.17711;3.17475
0.2694;0.167054;1.17273;3.17112
0.2697;0.16531;1.16835;3.1675
0.27;0.163566;1.16397;3.16388
0.2703;0.161828;1.15924;3.15958
0.2706;0.160089;1.1545;3.15528
0.2709;0.158351;1.14977;3.15098
0.2712;0.156617;1.14479;3.14617
0.2715;0.154886;1.13968;3.14111
0.2718;0.153154;1.13457;3.13604
0.2721;0.151424;1.12934;3.13069
0.2724;0.149699;1.12384;3.12476
0.2727;0.147975;1.11834;3.11883
0.273;0.14625;1.11284;3.11289
0.2733;0.144532;1.10693;3.106
0.2736;0.142815;1.10101;3.0991
0.2739;0.141097;1.0951;3.0922
0.2742;0.139384;1.0889;3.08459
0.2745;0.137674;1.08256;3.07661
0.2748;0.135964;1.07622;3.06863
0.2751;0.134257;1.06973;3.06026
0.2754;0.132555;1.06293;3.05108
0.2757;0.130853;1.05614;3.0419
0.276;0.129151;1.04935;3.03273
0.2763;0.127457;1.04209;3.02222
0.2766;0.125763;1.03483;3.01171
0.2769;0.124069;1.02757;3.0012
0.2772;0.12238;1.01999;2.98971
0.2775;0.120694;1.01225;2.97774
0.2778;0.119008;1.00451;2.96576
0.2781;0.117325;0.996596;2.95325
0.2784;0.115648;0.988352;2.93967
0.2787;0.11397;0.980108;2.92608
0.279;0.112293;0.971864;2.91249
0.2793;0.110624;0.963104;2.89715
0.2796;0.108954;0.954345;2.8818
0.2799;0.107285;0.945585;2.86646
0.2802;0.105622;0.936473;2.84983
0.2805;0.103961;0.927183;2.83257
0.2808;0.1023;0.917894;2.81531
0.2811;0.100641;0.908425;2.79735
0.2814;0.0989887;0.898595;2.77802
0.2817;0.097336;0.888764;2.75868
0.282;0.0956834;0.878935;2.73935
0.2823;0.0940387;0.868553;2.71778
0.2826;0.092394;0.858172;2.69621
0.2829;0.0907494;0.847792;2.67464
0.2832;0.08911;0.837038;2.65148
0.2835;0.0874731;0.826099;2.62752
0.2838;0.0858363;0.815161;2.60356
0.2841;0.084202;0.804034;2.57875
0.2844;0.0825727;0.792532;2.55225
0.2847;0.0809434;0.781031;2.52575
0.285;0.0793141;0.769529;2.49925
0.2853;0.077692;0.757463;2.47006
0.2856;0.07607;0.745397;2.44087
0.2859;0.0744479;0.733331;2.41168
0.2862;0.0728303;0.72089;2.38061
0.2865;0.0712151;0.708262;2.3486
0.2868;0.0695998;0.695634;2.31659
0.2871;0.0679866;0.68282;2.2836
0.2874;0.0663778;0.669635;2.24865
0.2877;0.0647689;0.656449;2.21369
0.288;0.0631599;0.643264;2.17874
0.2883;0.0615571;0.629532;2.14074
0.2886;0.0599541;0.6158;2.10274
0.2889;0.0583512;0.602067;2.06475
0.2892;0.0567519;0.58798;2.02467
0.2895;0.0551545;0.573714;1.98355
0.2898;0.053557;0.559448;1.94243
0.2901;0.0519613;0.545012;1.90025
0.2904;0.0503688;0.530231;1.85595
0.2907;0.0487763;0.51545;1.81165
0.291;0.047184;0.500671;1.76735
0.2913;0.0455961;0.485399;1.71985
0.2916;0.0440082;0.470127;1.67234
0.2919;0.0424204;0.454857;1.62484
0.2922;0.0408354;0.439277;1.57521
0.2925;0.0392517;0.423544;1.5245
0.2928;0.0376681;0.407811;1.4738
0.2931;0.0360857;0.391935;1.42204
0.2934;0.0345059;0.375776;1.36818
0.2937;0.0329261;0.359616;1.31431
0.294;0.0313463;0.343456;1.26045
0.2943;0.0297701;0.326912;1.20351
0.2946;0.0281939;0.310367;1.14657
0.2949;0.0266176;0.293821;1.08963
0.2952;0.0250438;0.277053;1.03073
0.2955;0.023471;0.260171;0.970854
0.2958;0.0218983;0.24329;0.910978
0.2961;0.0203268;0.226317;0.850221
0.2964;0.0187575;0.209159;0.787693
0.2967;0.0171882;0.192001;0.725165
0.297;0.015619;0.174844;0.66264
0.2973;0.0140531;0.157461;0.597667
0.2976;0.0124873;0.140078;0.532694
0.2979;0.0109215;0.122696;0.467725
0.2982;0.0093584;0.105237;0.401829
0.2985;0.00779663;0.0877398;0.335471
0.2988;0.00623494;0.0702435;0.269116
0.2991;0.00493386;0.0556608;0.213791
0.2994;0.00415416;0.0469071;0.180529
0.2997;0.00337451;0.0381538;0.14727
0.3;0.00259481;0.0294001;0.114009
